,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SH3BP5-AS1,102.87175436772864,-0.5649414743101124,0.11222888196946627,-5.033833220078002,4.807679849489769e-07,6.583382984060068e-06
SH3BP5,680.5411081586091,0.2909719331107029,0.32919531315718853,0.8838884439760106,0.3767564359888068,0.44738474481105833
METTL6,835.8723416436808,-0.054558606688663726,0.1275184276440023,-0.4278488034762859,0.6687612028211969,0.721500421111658
EAF1,226.67249302607448,0.6883758741930012,0.17565391131433744,3.9189327982633637,8.894190648455735e-05,0.0004723819843803875
EAF1-AS1,42.70023185253331,0.9498296365829773,0.24439903971988006,3.8863885785788366,0.00010174659463954065,0.0005233405155695491
COLQ,670.1457223842178,0.5376586229844833,0.17284846620715377,3.110577922861724,0.0018672162294042676,0.005079136948768534
HACL1,951.2255271749643,-0.03304167508144575,0.10206354145013781,-0.3237363177093747,0.7461376727419544,0.7904843123457069
BTD,296.9041854982587,-0.4829129571459038,0.17049143470583233,-2.832476352721923,0.004618898244359579,0.010649820840503489
ANKRD28,3174.360831778208,-0.2943280430294011,0.20127324440461544,-1.4623306932824092,0.14365061150353475,0.19587366471051926
GALNT15,645.3294936246102,-0.5810439879226905,0.2652832404469881,-2.1902777836385834,0.02850409704042471,0.0487669386008401
DPH3,118.12960740796325,0.10107000613505847,0.11418572115819453,0.8851369953256646,0.3760827483931317,0.4466580536836128
OXNAD1,889.5720751893862,-0.19443001956029335,0.10126475462934735,-1.9200166955615763,0.05485579057295295,0.08562977843454489
RFTN1,890.0452343213151,-0.015865898627606487,0.20599594126776008,-0.0770204428784521,0.9386072822073332,0.9513586696546877
DAZL,19.083944526396483,1.6301661081836518,0.3599820330475413,4.5284651969515455,5.941366457353673e-06,5.367998633192076e-05
PLCL2,2018.4921932907887,-0.024914851214008826,0.12884215630302662,-0.19337499409285774,0.8466652976418081,0.8765205291515291
TBC1D5,9677.116715286556,-0.42719539860525635,0.14193510062718973,-3.0097938897252656,0.0026142502648805045,0.00668645667677689
KCNH8,4159.4008413975,-0.7048124914300078,0.5487939019495692,-1.284293591685674,0.1990392482297687,0.2596164078794257
EFHB,107.28717711388852,-1.1318586364492447,0.27774125400058014,-4.075226924866122,4.596949775301484e-05,0.0002781615846476324
RAB5A,984.471174658118,-0.3548410585948664,0.10702960318533238,-3.3153543322068,0.0009152702903091585,0.002869741215144729
PP2D1,26.82234168500499,0.08905122173171852,0.2516969236722559,0.35380337761964664,0.7234862420435064,0.7710580861010022
